City,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Windspeed
te anau,70,1615066237,78,-45.4167,167.7167,49.6,0.49
port hedland,100,1615066238,94,-20.3167,118.5667,77.0,5.75
surt,0,1615066007,82,31.2089,16.5887,61.74,5.41
barcelos,0,1615066238,93,41.5388,-8.6151,55.0,2.28
golden,20,1615066165,10,39.7555,-105.2211,66.2,3.6
pisco,0,1615066238,65,-13.7,-76.2167,80.6,19.57
kambove,99,1615066239,96,-10.8764,26.5969,62.02,2.93
marovoay,40,1615066239,83,-16.1,46.6333,80.6,6.91
marawi,57,1615065977,94,7.9986,124.2928,65.57,1.74
tatawin,60,1615066240,77,32.9297,10.4518,57.2,5.75
bonoua,20,1615066240,89,5.2741,-3.595,82.4,5.75
mugumu,100,1615066240,86,-1.85,34.7,62.51,2.68
weihai,90,1615066240,80,37.5017,122.1136,34.36,8.43
gotsu,100,1615066240,76,35,132.2167,40.03,10.69
santiago,0,1615065989,39,-33.4569,-70.6483,86.0,6.91
sauk rapids,1,1615066010,36,45.5919,-94.1661,44.6,12.66
mozarlandia,8,1615066240,82,-14.7447,-50.5706,75.31,4.21
felanitx,20,1615066241,93,39.4696,3.1483,55.0,2.3
kaitong,11,1615066241,78,44.8135,123.15,13.06,10.94
ixtapa,75,1615066241,73,20.7,-105.2,75.2,13.8
aasiaat,100,1615066241,95,68.7098,-52.8699,9.19,5.91
hargeysa,43,1615066241,33,9.56,44.065,59.74,13.18
itamaraca,40,1615066241,69,-7.7478,-34.8256,80.6,6.91
zhuhai,75,1615066242,100,22.2769,113.5678,69.8,5.75
pestovo,100,1615066242,97,58.5938,35.8024,21.29,14.65
rohatyn,0,1615066242,86,49.409,24.6093,24.8,4.47
shar,74,1615066242,94,49.5886,81.0453,18.07,8.79
santa maria,20,1615066015,50,-29.6842,-53.8069,78.8,2.3
fernandez,0,1615066302,36,-27.9204,-63.8935,90.3,0.4
guipavas,0,1615066302,75,48.4352,-4.3972,39.2,6.91
ossora,100,1615066303,78,59.2353,163.0719,-13.79,10.92
kocevje,0,1615066303,64,45.6433,14.8633,30.99,4
chapais,90,1615066303,78,49.7834,-74.8492,5.0,14.97
portland,40,1615066013,58,45.5234,-122.6762,53.01,8.05
finschhafen,100,1615066303,77,-6.6024,147.8681,79.84,4.81
udachnyy,100,1615066019,91,66.4167,112.4,-2.63,5.73
laurel,40,1615066304,39,39.0993,-76.8483,45.0,10.36
san vicente de canete,23,1615066304,72,-13.0751,-76.3835,75.33,7.09
sao felix do xingu,100,1615066304,92,-6.6447,-51.995,76.05,1.28
chipata,100,1615066304,98,-13.6333,32.65,64.92,6.04
soe,53,1615066305,99,-9.8607,124.284,64.9,3.33
deder,0,1615066305,38,9.3167,41.45,54.48,5.75
lavrentiya,97,1615066305,87,65.5833,-171,-11.94,1.72
doha,0,1615066147,59,25.2867,51.5333,64.4,10.36
puerto ayacucho,88,1615066305,75,5.6639,-67.6236,80.65,0.65
ndola,100,1615066305,98,-12.9587,28.6366,63.93,5.08
karaman,22,1615066305,85,37.0833,33.25,37.13,1.97
vestmannaeyjar,96,1615066306,77,63.4427,-20.2734,41.16,8.77
idrinskoye,100,1615066306,94,54.3708,92.1358,24.75,5.37
lebork,75,1615066306,70,54.5392,17.7501,37.99,24.16
kharp,92,1615066306,85,66.8014,65.8081,-9.71,8.21
guerrero negro,0,1615066306,55,27.9769,-114.0611,66.04,20.87
naze,97,1615066306,77,28.3667,129.4833,62.19,0.65
guane,47,1615066306,61,22.2025,-84.0875,78.22,7.25
hanmer springs,76,1615066307,49,-42.5167,172.8167,60.26,4.16
cooma,77,1615066307,100,-36.2333,149.1333,46.4,10.36
seoul,75,1615066307,69,37.5683,126.9778,35.6,3.44
verkhoyansk,90,1615066307,82,67.5447,133.385,-25.44,3.49
charlestown,83,1615066307,84,-32.95,151.6667,66.99,3.29
richards bay,100,1615066307,76,-28.783,32.0377,73.0,4.34
makakilo city,1,1615066009,53,21.3469,-158.0858,78.8,11.5
ratholo,71,1615066308,50,-22.7245,27.572,75.16,9.6
saint anthony,1,1615066249,29,45.0205,-93.218,48.2,9.22
san pedro,20,1615066308,73,14.35,121.0167,77.0,3.44
ejido,69,1615066308,63,8.5514,-71.2375,72.84,2.64
piro,0,1615066308,28,25.3333,84.4167,62.64,3.65
san pascual,77,1615066309,89,13.7975,121.0342,73.99,8.3
oum hadjer,0,1615066309,16,13.2954,19.6966,79.39,13.24
pizarro,23,1615066309,76,4.9533,-77.366,81.36,8.66
tolu,0,1615066309,67,9.5239,-75.5814,83.88,13.38
fayaoue,98,1615066310,70,-20.65,166.5333,78.4,14.65
praia da vitoria,75,1615066310,88,38.7333,-27.0667,64.4,8.93
karlskoga,75,1615066310,60,59.3267,14.5239,41.0,10.36
isoka,100,1615066310,98,-10.1606,32.6335,64.47,1.81
kysyl-syr,91,1615066310,89,63.8986,122.7617,-10.12,6.67
dombarovskiy,100,1615066310,97,50.7587,59.5386,33.03,17.83
skibbereen,20,1615066021,75,51.55,-9.2667,35.6,5.75
oxford,75,1615066310,75,51.7522,-1.256,34.0,6.91
palmer,40,1615066371,43,42.1584,-72.3287,28.0,17.27
tongliao,0,1615066371,71,43.6125,122.2653,13.39,8.77
fergus falls,1,1615066371,53,46.283,-96.0776,46.99,19.57
chifeng,0,1615066371,71,42.2683,118.9636,18.82,3.83
shirokiy,100,1615066371,92,49.758,129.523,-1.28,5.64
tabuk,0,1615066371,79,17.4189,121.4443,67.95,2.04
masuguru,100,1615066371,95,-11.3667,38.4167,74.12,3
tubuala,40,1615066372,48,9.5167,-79.0333,87.8,9.22
meadville,90,1615066372,63,41.6414,-80.1515,28.99,6.91
muravlenko,88,1615066372,93,63.7898,74.523,-4.65,7.67
dongsheng,0,1615066282,74,39.8161,109.9776,28.15,4
arman,100,1615066372,79,59.7,150.1667,-12.01,7.96
zomin,100,1615066373,93,39.9606,68.3958,41.5,2.73
gwadar,32,1615066359,70,25.1216,62.3254,75.81,18.99
gamba,96,1615066373,81,-2.65,10,76.8,3.98
victor harbor,71,1615066373,83,-35.5667,138.6167,64.0,3.83
lunino,95,1615066373,96,53.5918,45.2271,10.83,3.67
omboue,96,1615066373,84,-1.5746,9.2618,78.6,6.08
poum,66,1615066373,71,-20.2333,164.0167,78.73,18.12
artyom,0,1615066374,81,40.4723,50.333,48.2,25.32
formosa,20,1615066364,51,-26.1775,-58.1781,87.8,6.91
maniitsoq,99,1615066183,89,65.4167,-52.9,28.69,8.23
irara,0,1615066374,67,-12.05,-38.7667,78.73,12.68
merauke,37,1615066374,89,-8.4667,140.3333,78.28,8.01
saposoa,40,1615066374,55,-6.934,-76.7716,91.4,5.75
la trinite,20,1615066374,61,14.7376,-60.9629,82.4,14.97
jacareacanga,71,1615066375,73,-6.2222,-57.7528,81.32,2.57
vila praia de ancora,0,1615066375,71,41.811,-8.8526,54.0,6.91
helena,90,1615066080,35,46.5927,-112.0361,53.01,4.61
noumea,75,1615066210,83,-22.2763,166.4572,80.01,3.44
rawson,64,1615066375,25,-43.3002,-65.1023,85.37,9.01
nyurba,100,1615066375,93,63.2842,118.3319,-0.63,2.24
abha,0,1615066375,72,18.2164,42.5053,60.8,5.75
keetmanshoop,9,1615066376,22,-26.5833,18.1333,80.6,10.36
vicuna,0,1615066376,31,-30.0319,-70.7081,82.0,1.99
grants,1,1615066376,21,35.1473,-107.8514,59.0,21.85
haverfordwest,27,1615066376,77,51.8017,-4.9691,39.0,1.01
